TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AgeGroup,TransactionSize,Target
0.0227726426507581,1.0,21.0,1.0,-0.9912876526343204,3.0,-1.2334758506618453,-0.2046294076264745,-1.0891996542117928,1,0,3
0.4710015046474005,1.0,6.0,1.0,1.6441547047342038,2.0,-0.4199404138222913,-0.2046294076264745,-0.1129421644345043,0,0,0
-0.4557808048474897,1.0,3.0,1.0,-1.0473608942804593,3.0,-0.6340286866748056,-0.2046294076264745,-0.924809806103884,1,2,0
0.7275967839990216,1.0,28.0,2.0,-1.439873585803431,3.0,-0.2058521409697771,-0.2046294076264745,-1.11150028434175,1,0,1
1.1268819019016505,1.0,10.0,2.0,-1.0473608942804593,3.0,0.2651420593057541,-0.2046294076264745,-1.2439518119770343,1,0,0
-0.9434384732751137,1.0,34.0,2.0,-0.2062622695883771,1.0,0.7932264656752891,-0.2046294076264745,-0.9695034403926416,1,2,2
0.4370146949373618,1.0,18.0,2.0,1.3637884965035096,2.0,0.022508683406238,-0.2046294076264745,-0.309426855675022,0,0,3
0.4343450361685976,1.0,29.0,2.0,0.354470146873011,1.0,2.063483551266873,-0.2046294076264745,0.0180673019727243,0,0,1
-0.7263746795378879,1.0,41.0,1.0,1.251642013211232,0.0,0.3650499199702607,-0.2046294076264745,2.5124355049967737,0,2,2
-0.4386333812173494,1.0,36.0,1.0,-0.9352144109881816,3.0,0.3222322653997578,-0.2046294076264745,-1.0763006474619026,1,2,2
-0.660660002152919,1.0,29.0,0.0,0.971275804980538,2.0,-0.4199404138222913,-0.2046294076264745,-0.1631063939869911,0,2,1
0.0660348052625293,1.0,23.0,1.0,-1.1034341359265982,3.0,-0.5198482744867979,-0.2046294076264745,-0.9723413758343322,1,0,1
-0.8115641753770483,1.0,8.0,1.0,0.6909095967498439,2.0,-0.9622973717153274,-0.2046294076264745,-0.4050365414732425,0,2,0
-0.0174433708530639,1.0,9.0,1.0,1.307715254857371,2.0,-0.8338444080038188,-0.2046294076264745,-0.1218998792870736,0,2,0
0.3041478315996277,1.0,16.0,1.0,0.1862504219345945,1.0,-1.3048386082793502,-0.2046294076264745,0.1327034717674505,0,0,3
-0.6351955646662435,1.0,18.0,1.0,-1.2155806192188758,3.0,-0.9765699232388284,-0.2046294076264745,-1.0733703379913686,1,2,3
0.9270682109779792,1.0,16.0,0.0,0.0741039386423169,1.0,0.4649577806347673,-0.2046294076264745,0.0991665674067854,0,0,3
-0.1152281798576766,1.0,9.0,1.0,1.9245209129648977,2.0,1.5353991448973383,-0.2046294076264745,-0.2407929522443356,0,2,0
0.1779208887893332,1.0,19.0,2.0,0.1862504219345945,1.0,1.5211265933738374,-0.2046294076264745,0.3946890472937141,0,0,3
1.0396045959997386,1.0,30.0,1.0,0.6348363551037051,1.0,-0.2201246924932781,-0.2046294076264745,0.8582706769898336,0,0,1
-0.9990221378965664,1.0,5.0,2.0,0.2983969052268722,0.0,0.0653263379767408,-0.2046294076264745,2.277194776765936,0,2,0
-0.3296907676150805,1.0,26.0,1.0,-0.1501890279422383,1.0,0.9502245324337996,-0.2046294076264745,-0.6487654165766956,1,2,1
0.0026132963071401,1.0,16.0,1.0,0.6348363551037051,2.0,1.5068540418503364,-0.2046294076264745,-0.5385118812615421,0,0,3
0.764629742817009,1.0,0.0,1.0,-1.1034341359265982,3.0,0.1224165440707446,-0.2046294076264745,-0.8113565370674028,1,0,0
-0.6173636131466764,1.0,2.0,2.0,0.8591293216882603,1.0,-1.4761092265613611,-0.2046294076264745,-0.3714637138791383,0,2,0
-0.3714811952645842,1.0,16.0,3.0,-0.7109214444036265,1.0,-0.234397244016779,-0.2046294076264745,-1.0613848077489303,1,2,3
-0.5616772693418094,1.0,1.0,0.0,-0.0380425446499606,1.0,1.4354912842328318,-0.2046294076264745,-0.3251458362498831,1,2,0
-0.528614572282497,1.0,9.0,2.0,-0.54270171946521,1.0,0.2223244047352512,-0.2046294076264745,0.3236636828940806,1,2,0
-0.9339919884010244,1.0,4.0,0.0,0.971275804980538,2.0,-0.9194797171448243,-0.2046294076264745,0.1931058228500869,0,2,0
-0.21814694803299,1.0,17.0,2.0,-1.0473608942804593,3.0,2.291844375642889,-0.2046294076264745,0.3654372714932871,1,2,3
2.080976874184669,1.0,16.0,1.0,-1.383800344157292,3.0,-1.361928814373354,-0.2046294076264745,-1.156596772034075,1,1,3
-0.2243076990378308,1.0,43.0,0.0,-0.4305552361729324,1.0,-0.9765699232388284,-0.2046294076264745,0.4045037878583311,1,2,2
-0.7054965789103718,1.0,25.0,1.0,-0.0380425446499606,0.0,-0.7196639958158112,-0.2046294076264745,2.4537138480500387,1,2,1
-0.6070614684108036,1.0,24.0,1.0,-1.439873585803431,3.0,-0.6054835836278036,-0.2046294076264745,-0.962498409872013,1,2,1
-0.4223758438434638,1.0,39.0,2.0,0.2983969052268722,0.0,-0.7482090988628132,-0.2046294076264745,1.3894341725659216,0,2,2
-0.389997674673578,1.0,10.0,0.0,-0.3744819945267935,1.0,-0.24866979554028,-0.2046294076264745,-1.1703066174815908,1,2,0
0.1633746711390146,1.0,31.0,3.0,0.7469828383959827,1.0,-0.5626659290573008,-0.2046294076264745,0.3434573845190364,0,0,1
2.080976874184669,1.0,11.0,0.0,1.0273490466266768,2.0,-0.4627580683927942,-0.2046294076264745,-0.1020215014690114,0,1,3
-0.1291925488019824,1.0,10.0,2.0,0.2423236635807333,0.0,0.7218637080577844,-0.2046294076264745,0.5294627553763134,0,2,0
-0.4892542186404582,1.0,36.0,2.0,-0.5987749611113489,0.0,0.5363205382522721,-0.2046294076264745,-0.9211020152239172,1,2,2
2.080976874184669,1.0,2.0,2.0,0.5226898718114275,1.0,-1.276293505232348,-0.2046294076264745,0.9085606378593571,0,1,0
-0.9347107426849224,1.0,23.0,1.0,1.0834222882728155,0.0,-0.7196639958158112,-0.2046294076264745,1.2204897716469814,0,2,1
0.9255280232267692,1.0,42.0,0.0,0.1862504219345945,0.0,-0.0631266257347676,-0.2046294076264745,1.3967394186802913,0,0,2
-0.9858792024195726,1.0,36.0,2.0,0.7469828383959827,0.0,0.8503166717692929,-0.2046294076264745,1.9938605367958515,0,2,2
0.3261896296391694,1.0,18.0,2.0,-1.159507377572737,3.0,-0.2772148985872819,-0.2046294076264745,-1.1089471688223267,1,0,3
1.4350221313271063,1.0,25.0,2.0,0.8591293216882603,2.0,-1.2192032991383444,-0.2046294076264745,-0.2692749444710674,0,0,1
-0.2526129272656274,1.0,18.0,0.0,0.4666166301652886,1.0,-0.9194797171448243,-0.2046294076264745,-0.5602813607256495,0,2,3
-0.2293047526306462,1.0,15.0,1.0,-1.3277271025111534,3.0,0.2223244047352512,-0.2046294076264745,-1.1534919782868365,1,2,3
1.1859908851536511,1.0,35.0,0.0,-0.8791411693420429,1.0,-0.6768463412453084,-0.2046294076264745,-1.0186592534635874,1,0,2
0.7222574664614928,1.0,23.0,1.0,0.354470146873011,1.0,0.1081439925472436,-0.2046294076264745,0.6658555749089188,0,0,1
1.920010140985966,1.0,37.0,1.0,-0.9912876526343204,3.0,0.9359519809102986,-0.2046294076264745,-0.8314889434647845,1,0,2
-0.9319726311272152,1.0,21.0,0.0,0.6909095967498439,1.0,-0.5912110321043027,-0.2046294076264745,-1.2604944609757498,0,2,3
-0.5135207323206369,1.0,5.0,1.0,1.4759349797957872,2.0,0.1937793016882493,-0.2046294076264745,-0.7691775291193835,0,2,0
-0.6250987782971988,1.0,35.0,1.0,-0.4305552361729324,0.0,0.7932264656752891,-0.2046294076264745,0.6492410794433253,1,2,2
0.2933665173411564,1.0,13.0,1.0,-0.8230679276959041,1.0,-1.361928814373354,-0.2046294076264745,0.9721062718679164,1,0,3
-0.6815038763859638,1.0,12.0,2.0,-1.383800344157292,3.0,0.6790460534872815,-0.2046294076264745,1.095656535446036,1,2,3
-0.733870259927111,1.0,13.0,1.0,0.5787631134575663,0.0,0.6362283989167787,-0.2046294076264745,-1.0089625463802705,0,2,3
-0.3473858135567623,1.0,41.0,1.0,-0.9912876526343204,1.0,0.3793224714937617,-0.2046294076264745,1.1047476794513795,1,2,2
-0.5740329977459625,1.0,19.0,0.0,-0.7109214444036265,1.0,1.649579557085346,-0.2046294076264745,0.7291086911594739,1,2,3
0.0316372788188346,1.0,7.0,2.0,0.0741039386423169,1.0,-0.9765699232388284,-0.2046294076264745,1.1045475357222183,0,0,0
-0.6252356838750841,1.0,39.0,2.0,0.8030560800421215,2.0,-0.5626659290573008,-0.2046294076264745,0.2646110190106572,0,2,2
1.5707640118004331,1.0,34.0,1.0,-0.9912876526343204,3.0,-1.4618366750378604,-0.2046294076264745,-1.2041437374359971,1,0,2
0.7054180803815945,1.0,20.0,2.0,-1.2716538608650143,3.0,-1.2049307476148434,-0.2046294076264745,-1.197172064203562,1,0,3
-0.5292306473829811,1.0,35.0,0.0,1.0273490466266768,2.0,0.3935950230172626,-0.2046294076264745,0.7359161438961873,0,2,2
2.080976874184669,1.0,8.0,0.0,0.4666166301652886,2.0,-0.6625737897218075,-0.2046294076264745,-0.8425379036925599,0,1,0
-0.1783758776572953,1.0,27.0,0.0,-1.1034341359265982,3.0,0.8645892232927939,-0.2046294076264745,-1.059319221826181,1,2,1
-0.1481539713391038,1.0,9.0,2.0,0.354470146873011,1.0,0.7789539141517882,-0.2046294076264745,0.95859143825907,0,2,0
-0.2871473592872074,1.0,9.0,0.0,1.868447671318759,2.0,2.3203894786898904,-0.2046294076264745,-0.4066299934707921,0,2,0
0.1033758016307591,1.0,14.0,2.0,-0.2623355112345159,1.0,-0.2201246924932781,-0.2046294076264745,-1.1888737972791252,1,0,3
-1.010214168888694,1.0,36.0,2.0,0.1301771802884557,0.0,-0.1773070379227752,-0.2046294076264745,1.8043295571710491,0,2,2
0.0082948777893821,1.0,2.0,2.0,1.307715254857371,0.0,-1.033660129332832,-0.2046294076264745,2.1639416514586154,0,0,0
-0.8237487718088445,1.0,28.0,0.0,-0.0941157862960995,1.0,0.0367812349297389,-0.2046294076264745,0.1475243715063336,1,2,1
0.3764682031175649,1.0,4.0,2.0,-1.0473608942804593,1.0,-0.8195718564803178,-0.2046294076264745,0.8296218983221342,1,0,0
-0.6223264403450205,1.0,14.0,1.0,-0.3184087528806547,1.0,0.6790460534872815,-0.2046294076264745,0.3509191532933909,1,2,3
-0.8354199723235708,1.0,15.0,0.0,1.3637884965035096,2.0,0.022508683406238,-0.2046294076264745,-0.8883579879441587,0,2,3
-0.8019807849250735,1.0,11.0,2.0,0.0741039386423169,0.0,0.6505009504402797,-0.2046294076264745,1.5553481921497476,0,2,3
0.0691836335538925,1.0,11.0,2.0,-0.9912876526343204,3.0,-0.4056678622987904,-0.2046294076264745,-1.274745720870098,1,0,3
0.1163476051353961,1.0,32.0,2.0,-0.2062622695883771,1.0,-0.8338444080038188,-0.2046294076264745,-0.2414216088295204,1,0,1
-1.001520664692974,1.0,42.0,0.0,0.6348363551037051,2.0,-1.1192954384738378,-0.2046294076264745,0.1141645173676184,0,2,2
-0.284477700518443,1.0,11.0,2.0,1.4198617381496486,0.0,1.8208501753673572,-0.2046294076264745,1.5493413143296777,0,2,3
1.030739959831662,1.0,30.0,1.0,0.6909095967498439,0.0,0.550593089775773,-0.2046294076264745,-0.9488655427818666,0,0,1
1.8606273465781944,1.0,40.0,2.0,-1.0473608942804593,3.0,-0.5626659290573008,-0.2046294076264745,-1.0288922431032457,1,0,2
-0.8881970725983741,1.0,23.0,2.0,-1.0473608942804593,3.0,-0.1630344863992743,-0.2046294076264745,-1.2341575989743827,1,2,1
2.080976874184669,1.0,35.0,1.0,0.7469828383959827,0.0,0.3507773684467598,-0.2046294076264745,0.1098562953001695,0,1,2
-0.5918991756600009,1.0,28.0,1.0,-0.6548482027574877,1.0,-0.2058521409697771,-0.2046294076264745,0.3069799069068547,1,2,1
0.0164065332790892,1.0,35.0,1.0,1.868447671318759,2.0,-1.1335679899973388,-0.2046294076264745,0.005175993058571,0,0,2
-0.3067248569248127,1.0,21.0,2.0,0.1301771802884557,1.0,2.191936514978382,-0.2046294076264745,1.0857904759765058,0,2,3
-0.9990221378965664,1.0,20.0,1.0,-1.2155806192188758,3.0,1.920758036031864,-0.2046294076264745,-1.025215243566227,1,2,3
0.2863843328690033,1.0,0.0,0.0,0.6348363551037051,0.0,-0.6340286866748056,-0.2046294076264745,1.7248057821178182,0,0,0
-0.963460914040846,1.0,25.0,0.0,0.2983969052268722,0.0,0.0653263379767408,-0.2046294076264745,2.383181145137571,0,2,1
0.6449058149562689,1.0,28.0,2.0,-1.4959468274495695,3.0,-0.7339365473393122,-0.2046294076264745,-0.8633759450324956,1,0,1
0.1325709161148104,1.0,35.0,1.0,-1.3277271025111534,3.0,-1.4475641235143597,-0.2046294076264745,-1.0553676661478777,1,0,2
2.080976874184669,1.0,39.0,2.0,1.3637884965035096,0.0,-0.0203089711642648,-0.2046294076264745,0.4353413178205709,0,1,2
-0.215922232392353,1.0,6.0,2.0,-1.2155806192188758,3.0,0.008236131882737,-0.2046294076264745,-1.2443444015996192,1,2,0
-0.9982349308237256,1.0,6.0,2.0,-0.8230679276959041,0.0,1.8065776238438565,-0.2046294076264745,0.0845021903278872,1,2,0
2.080976874184669,1.0,11.0,0.0,1.9805941546110368,2.0,-1.404746468943857,-0.2046294076264745,-0.789179072309237,0,1,3
-0.2413524434845572,1.0,5.0,0.0,-1.4959468274495695,3.0,2.4916600969719016,-0.2046294076264745,-1.22434029246452,1,2,0
-0.218763023133474,1.0,28.0,2.0,1.1955687715650931,2.0,-1.4618366750378604,-0.2046294076264745,-1.0383990702383843,0,2,1
-0.8618427488554438,1.0,20.0,0.0,-1.383800344157292,3.0,-0.3913953107752894,-0.2046294076264745,-0.8863514187620591,1,2,3
2.080976874184669,1.0,34.0,1.0,1.81237442967262,2.0,2.520205200018904,-0.2046294076264745,-0.7880577542368872,0,1,2
0.4033359227775653,1.0,22.0,0.0,1.1955687715650931,0.0,0.3079597138762569,-0.2046294076264745,1.2830295551192452,0,0,1
-0.1091701080362498,1.0,30.0,2.0,0.5226898718114275,2.0,-0.3913953107752894,-0.2046294076264745,-0.1712173469084954,0,2,1
-0.7812395898754427,1.0,41.0,2.0,1.9805941546110368,2.0,-0.0916717287817695,-0.2046294076264745,0.3436652260839342,0,2,2
0.1207285836277275,1.0,0.0,1.0,-0.54270171946521,1.0,2.477387545448401,-0.2046294076264745,-0.5966433708017769,1,0,0
-0.1018456596193835,1.0,35.0,2.0,-1.383800344157292,3.0,0.5791381928227749,-0.2046294076264745,-1.1591088324295675,1,2,2
0.6789610774552501,1.0,37.0,1.0,0.9152025633343992,0.0,2.0777561027903744,-0.2046294076264745,1.9991848731805784,0,0,2
0.269031550872035,1.0,40.0,0.0,-0.4305552361729324,1.0,1.7923050723203555,-0.2046294076264745,1.013281995224886,1,0,2
-0.7346232406054805,1.0,39.0,2.0,-0.4866284778190712,1.0,0.7361362595812854,-0.2046294076264745,0.9997235405468632,1,2,2
-0.6995754126668303,1.0,27.0,2.0,-1.383800344157292,3.0,-0.6768463412453084,-0.2046294076264745,-1.016432012990362,1,2,1
1.7308750851373522,1.0,22.0,1.0,1.307715254857371,0.0,0.1366890955942455,-0.2046294076264745,1.8102568906885044,0,0,1
-0.8963771808770238,1.0,5.0,1.0,-1.2155806192188758,3.0,0.0367812349297389,-0.2046294076264745,-1.155080298393895,1,2,0
-0.9211228640798012,1.0,42.0,2.0,0.971275804980538,0.0,-0.2914874501107828,-0.2046294076264745,0.9127302988835408,0,2,2
-0.5412098854479493,1.0,21.0,2.0,0.4666166301652886,0.0,0.8217715687222911,-0.2046294076264745,1.2792319561556813,0,2,3
0.0339304472484143,1.0,11.0,1.0,-0.6548482027574877,0.0,2.363207133260393,-0.2046294076264745,0.0498567976211006,1,0,3
-0.8111876850378634,1.0,40.0,1.0,0.6348363551037051,2.0,-0.9480248201918264,-0.2046294076264745,-1.0433539105077374,0,2,2
-0.7625519784940922,1.0,26.0,1.0,1.4198617381496486,0.0,0.0795988895002417,-0.2046294076264745,0.4639336456928654,0,2,1
-0.2250264533217289,1.0,22.0,0.0,-0.5987749611113489,1.0,0.6505009504402797,-0.2046294076264745,-1.283146625604361,1,2,1
-0.5867994428837716,1.0,3.0,1.0,1.7002279463803425,2.0,2.1205737573608774,-0.2046294076264745,0.1427234879517196,0,2,0
0.7140431317883715,1.0,6.0,2.0,0.4666166301652886,2.0,0.6076832958697769,-0.2046294076264745,-0.9759542267402096,0,0,0
0.0229095482286435,1.0,15.0,1.0,-0.7669946860497653,1.0,-1.1906581960913425,-0.2046294076264745,-0.2710505785810582,1,0,3
-0.0540998393318669,1.0,11.0,0.0,-1.2716538608650143,3.0,-0.1487619348757733,-0.2046294076264745,-0.9051264401244912,1,2,3
1.6436320056299116,1.0,15.0,1.0,-0.7669946860497653,1.0,-1.4618366750378604,-0.2046294076264745,0.4393185329513307,1,0,3
-0.6108605981971221,1.0,20.0,1.0,0.6348363551037051,2.0,-0.3343051046812856,-0.2046294076264745,0.1034234705693213,0,2,3
-0.4123132838688905,1.0,6.0,2.0,1.7563011880264814,2.0,-1.0907503354268355,-0.2046294076264745,0.0589812989146374,0,2,0
-0.1258725885382627,1.0,10.0,1.0,-1.2716538608650143,3.0,-1.1906581960913425,-0.2046294076264745,-1.080362538785769,1,2,0
-0.4387360604007634,1.0,6.0,2.0,-1.159507377572737,3.0,-1.4332915719908583,-0.2046294076264745,-0.8486294577057365,1,2,0
-0.7681308807929202,1.0,32.0,1.0,-1.0473608942804593,3.0,-1.5046543296083634,-0.2046294076264745,-1.1099504534133764,1,2,1
2.080976874184669,1.0,12.0,0.0,-0.8791411693420429,1.0,-0.1915795894462762,-0.2046294076264745,-0.6886376397488744,1,1,3
1.6939105791083071,1.0,3.0,0.0,-1.439873585803431,3.0,0.6362283989167787,-0.2046294076264745,-1.114407500305073,1,0,0
-0.2073998601689898,1.0,31.0,2.0,1.4759349797957872,2.0,-1.047932680856333,-0.2046294076264745,-1.008587918374405,0,2,1
-0.9018191775979664,1.0,30.0,2.0,0.5226898718114275,1.0,-0.9337522686683254,-0.2046294076264745,-1.125651472371518,0,2,1
1.5148380832342667,1.0,30.0,2.0,-0.2062622695883771,0.0,0.0510537864532398,-0.2046294076264745,2.3993799574733683,1,0,1
0.5335331273465351,1.0,0.0,0.0,0.7469828383959827,0.0,-0.534120826010299,-0.2046294076264745,1.778934397074836,0,0,0
0.0096297071737644,1.0,17.0,1.0,1.5880814630880649,2.0,-0.2772148985872819,-0.2046294076264745,0.7113318224976004,0,0,3
-0.639097373635976,1.0,41.0,1.0,-1.439873585803431,3.0,1.1643128052863136,-0.2046294076264745,-0.8111179041595573,1,2,2
-0.3284586174141123,1.0,19.0,0.0,0.8030560800421215,0.0,2.5630228545894065,-0.2046294076264745,0.5683778809718641,0,2,3
0.3475811261837557,1.0,32.0,0.0,0.8030560800421215,1.0,-0.1487619348757733,-0.2046294076264745,-0.4883117284756162,0,0,1
2.080976874184669,1.0,17.0,2.0,1.868447671318759,2.0,-0.8909346140978226,-0.2046294076264745,0.1572313423706332,0,1,3
1.1387242343887336,1.0,23.0,0.0,0.971275804980538,2.0,-0.9622973717153274,-0.2046294076264745,-0.9621751007710608,0,0,1
-0.9813270919548848,1.0,30.0,0.0,0.8591293216882603,1.0,1.7923050723203555,-0.2046294076264745,-0.9933923906296572,0,2,1
-0.279822910870341,1.0,20.0,0.0,-0.3744819945267935,0.0,1.649579557085346,-0.2046294076264745,0.708160314173975,1,2,3
2.080976874184669,1.0,42.0,1.0,1.9245209129648977,2.0,0.6505009504402797,-0.2046294076264745,0.1439192184361932,0,1,2
-0.2439878758588501,1.0,21.0,1.0,0.2423236635807333,0.0,0.3079597138762569,-0.2046294076264745,1.2128201613077292,0,2,3
0.5039272961288277,1.0,19.0,1.0,-0.0941157862960995,0.0,-0.2629423470637809,-0.2046294076264745,1.3380870422551894,1,0,3
-0.0584808178241982,1.0,41.0,2.0,-1.1034341359265982,3.0,-1.361928814373354,-0.2046294076264745,-1.236836445810843,1,2,2
0.6533255079962181,1.0,17.0,1.0,0.4105433885191498,1.0,0.1795067501647484,-0.2046294076264745,0.6089480412508599,0,0,3
-1.0074760573309869,1.0,20.0,1.0,0.2983969052268722,0.0,0.1652341986412474,-0.2046294076264745,1.609343377953992,0,2,3
-0.3363306881425201,1.0,7.0,1.0,1.3637884965035096,2.0,0.6505009504402797,-0.2046294076264745,0.5520251119213271,0,2,0
-0.9490858283628842,1.0,40.0,1.0,0.971275804980538,2.0,-0.6340286866748056,-0.2046294076264745,-0.6032429819735925,0,2,2
0.6689669702696196,1.0,7.0,1.0,0.4666166301652886,2.0,1.663852108608847,-0.2046294076264745,0.5951843109531852,0,0,0
0.033382824936873,1.0,20.0,0.0,-1.439873585803431,3.0,-1.5046543296083634,-0.2046294076264745,-1.040859811728964,1,0,3
-0.9805056584875724,1.0,1.0,2.0,-0.0941157862960995,0.0,0.5934107443462758,-0.2046294076264745,0.2164251332425677,1,2,0
0.0553219437930005,1.0,40.0,1.0,0.8030560800421215,1.0,0.4506852291112664,-0.2046294076264745,0.5512040094427186,0,0,2
-0.5362470582496054,1.0,22.0,1.0,0.8591293216882603,1.0,-0.2772148985872819,-0.2046294076264745,0.773386642318436,0,2,1
-0.0329137011541086,1.0,10.0,0.0,1.307715254857371,2.0,-0.8052993049568169,-0.2046294076264745,-0.8635478633639543,0,2,0
1.7212232418964348,1.0,28.0,0.0,-0.7669946860497653,1.0,-0.1630344863992743,-0.2046294076264745,1.1666793339004236,1,0,1
0.6430575896548167,1.0,15.0,0.0,0.0741039386423169,1.0,0.3365048169232588,-0.2046294076264745,0.3228143550177701,0,0,3
